Removed Pin From Net: NetName=+5V5 Pin=C89-2
Removed Pin From Net: NetName=GND Pin=C?-1
Remove Pin from Net: Failed to remove Pin
Removed Pin From Net: NetName=+5V5 Pin=U24-1
Removed Pin From Net: NetName=+5V5 Pin=U24-2
Removed Pin From Net: NetName=+5V5_RADIO Pin=U24-10
Removed Pin From Net: NetName=GND Pin=U24-11
Removed Member From Class: ClassName=5V5_Supply Member=C7
Removed Member From Class: ClassName=12V_Supply Member=C7
Removed Member From Class: ClassName=12V_Supply Member=C25
Removed Member From Class: ClassName=5V_Supply Member=C33
Removed Member From Class: ClassName=Controller Member=C35
Removed Member From Class: ClassName=5V5_Supply Member=C42
Removed Member From Class: ClassName=12V_Supply Member=C42
Removed Member From Class: ClassName=5V5_Supply Member=C57
Removed Member From Class: ClassName=5V5_Supply Member=C67
Removed Member From Class: ClassName=5V5_Supply Member=C73
Removed Member From Class: ClassName=5V5_Supply Member=C75
Removed Member From Class: ClassName=5V5_Supply Member=C76
Removed Member From Class: ClassName=5V5_Supply Member=C77
Removed Member From Class: ClassName=5V5_Supply Member=C78
Removed Member From Class: ClassName=3V3_Supply Member=C80
Removed Member From Class: ClassName=12V_Supply Member=C80
Removed Member From Class: ClassName=3V3_Supply Member=C81
Removed Member From Class: ClassName=12V_Supply Member=C81
Removed Member From Class: ClassName=5V5_Supply Member=C84
Removed Member From Class: ClassName=12V_Supply Member=C84
Removed Member From Class: ClassName=3V3_Supply Member=C85
Removed Member From Class: ClassName=12V_Supply Member=C85
Removed Member From Class: ClassName=3V3_Supply Member=C86
Removed Member From Class: ClassName=12V_Supply Member=C86
Removed Member From Class: ClassName=12V_Supply Member=C87
Removed Member From Class: ClassName=3V3_Supply Member=C88
Removed Member From Class: ClassName=12V_Supply Member=C88
Removed Member From Class: ClassName=5V5_Supply Member=C89
Removed Member From Class: ClassName=12V_Supply Member=L5
Removed Member From Class: ClassName=5V5_Supply Member=R12
Removed Member From Class: ClassName=12V_Supply Member=R12
Removed Member From Class: ClassName=12V_Supply Member=R14
Removed Member From Class: ClassName=12V_Supply Member=R17
Removed Member From Class: ClassName=5V5_Supply Member=R23
Removed Member From Class: ClassName=3V3_Supply Member=R37
Removed Member From Class: ClassName=3V3_Supply Member=R48
Removed Member From Class: ClassName=12V_Supply Member=R48
Removed Member From Class: ClassName=12V_Supply Member=U7
Removed Member From Class: ClassName=5V_Supply Member=U8
Removed Member From Class: ClassName=Controller Member=U10
Removed Member From Class: ClassName=3V3_Supply Member=U14
Removed Member From Class: ClassName=12V_Supply Member=U22
Removed Member From Class: ClassName=5V5_Supply Member=U23
Removed Member From Class: ClassName=5V5_Supply Member=U24
Change Component Designator: OldDesignator=C32 NewDesignator=C31
Change Component Designator: OldDesignator=C33 NewDesignator=C32
Change Component Designator: OldDesignator=C34 NewDesignator=C33
Change Component Designator: OldDesignator=C35 NewDesignator=C34
Change Component Designator: OldDesignator=C36 NewDesignator=C35
Change Component Designator: OldDesignator=C37 NewDesignator=C36
Change Component Designator: OldDesignator=C38 NewDesignator=C37
Change Component Designator: OldDesignator=C39 NewDesignator=C38
Change Component Designator: OldDesignator=C40 NewDesignator=C39
Change Component Designator: OldDesignator=C41 NewDesignator=C40
Change Component Designator: OldDesignator=C42 NewDesignator=C41
Change Component Designator: OldDesignator=C43 NewDesignator=C42
Change Component Designator: OldDesignator=C44 NewDesignator=C43
Change Component Designator: OldDesignator=C45 NewDesignator=C44
Change Component Designator: OldDesignator=C46 NewDesignator=C45
Change Component Designator: OldDesignator=C47 NewDesignator=C46
Change Component Designator: OldDesignator=C48 NewDesignator=C47
Change Component Designator: OldDesignator=C50 NewDesignator=C48
Change Component Designator: OldDesignator=C51 NewDesignator=C49
Change Component Designator: OldDesignator=C52 NewDesignator=C50
Change Component Designator: OldDesignator=C53 NewDesignator=C51
Change Component Designator: OldDesignator=C55 NewDesignator=C56
Change Component Designator: OldDesignator=C56 NewDesignator=C57
Change Component Designator: OldDesignator=C57 NewDesignator=C54
Change Component Designator: OldDesignator=C58 NewDesignator=C55
Change Component Designator: OldDesignator=C59 NewDesignator=C58
Change Component Designator: OldDesignator=C60 NewDesignator=C59
Change Component Designator: OldDesignator=C61 NewDesignator=C60
Change Component Designator: OldDesignator=C62 NewDesignator=C61
Change Component Designator: OldDesignator=C65 NewDesignator=C62
Change Component Designator: OldDesignator=C66 NewDesignator=C65
Change Component Designator: OldDesignator=C67 NewDesignator=C66
Change Component Designator: OldDesignator=C68 NewDesignator=C67
Change Component Designator: OldDesignator=C69 NewDesignator=C68
Change Component Designator: OldDesignator=C70 NewDesignator=C69
Change Component Designator: OldDesignator=C71 NewDesignator=C70
Change Component Designator: OldDesignator=C72 NewDesignator=C71
Change Component Designator: OldDesignator=C73 NewDesignator=C72
Change Component Designator: OldDesignator=C74 NewDesignator=C73
Change Component Designator: OldDesignator=C75 NewDesignator=C74
Change Component Designator: OldDesignator=C76 NewDesignator=C75
Change Component Designator: OldDesignator=C77 NewDesignator=C76
Change Component Designator: OldDesignator=C78 NewDesignator=C77
Change Component Designator: OldDesignator=C79 NewDesignator=C78
Change Component Designator: OldDesignator=C80 NewDesignator=C79
Change Component Designator: OldDesignator=C81 NewDesignator=C80
Change Component Designator: OldDesignator=C82 NewDesignator=C81
Change Component Designator: OldDesignator=C83 NewDesignator=C82
Change Component Designator: OldDesignator=C84 NewDesignator=C83
Change Component Designator: OldDesignator=C85 NewDesignator=C84
